subject,session,runtime,p1,pmod,pmod_surprise
6,1,1.6,NaN,0,1
6,1,3.1,NaN,0,0
6,1,4.6,NaN,0,0
6,1,6.05,NaN,0,0
6,1,7.6,NaN,0,0
6,1,9.2,NaN,0,0
6,1,10.8,NaN,0,0
6,1,12.25,NaN,0.234259219297692,0.765740780702308
6,1,13.8,NaN,0.179381837471728,0.179381837471728
6,1,15.4,NaN,0.137359988269416,0.137359988269416
6,1,16.9,NaN,0.105182144654682,0.105182144654682
6,1,18.45,NaN,0.314801476861512,0.685198523138488
6,1,20,NaN,0.241056328658173,0.241056328658173
6,1,21.6,NaN,0.184586661299942,0.184586661299942
6,1,23.05,NaN,0.14134553413105,0.14134553413105
6,1,24.45,NaN,0.108234039654295,0.108234039654295
6,1,25.9,NaN,0.0828792180234441,0.0828792180234441
6,1,27.3,NaN,0.297723216410961,0.702276783589039
6,1,28.9,NaN,0.227978808167732,0.227978808167732
6,1,30.3,NaN,0.17457267054994,0.17457267054994
6,1,31.75,NaN,0.133677413036198,0.133677413036198
6,1,40.25,0.2,0.102362246620603,0.102362246620603
6,1,41.7,NaN,0.0783829466417028,0.0783829466417028
6,1,43.2,NaN,0.294280238052857,0.705719761947143
6,1,44.8,NaN,0.225342379231856,0.225342379231856
6,1,46.2,NaN,0.406813068696009,0.593186931303991
6,1,47.7,NaN,0.311513356823184,0.311513356823184
6,1,49.2,NaN,0.472797700350674,0.527202299649326
6,1,50.8,NaN,0.36204048018078,0.36204048018078
6,1,52.25,NaN,0.511488379237162,0.488511620762838
6,1,53.65,NaN,0.625926730134915,0.374073269865085
6,1,55.1,NaN,0.479297622995952,0.479297622995952
6,1,56.65,NaN,0.601276955319373,0.398723044680627
6,1,58.2,NaN,0.460422285184563,0.460422285184563
6,1,59.7,NaN,0.58682333940766,0.41317666059234
6,1,61.3,NaN,0.68361378135005,0.31638621864995
6,1,62.8,NaN,0.757730169927536,0.242269830072464
6,1,64.35,NaN,0.814484111179696,0.185515888820304
6,1,65.75,NaN,0.857942918462058,0.142057081537942
6,1,67.35,NaN,0.891221099478845,0.108778900521155
6,1,68.8,NaN,0.916703559790992,0.0832964402090079
6,1,70.35,NaN,0.936216518844631,0.0637834811553688
6,1,78.9,0.733333333333333,0.951158387344177,0.048841612655823
6,1,80.5,NaN,0.96259998539417,0.0374000146058296
6,1,81.95,NaN,0.971361283617454,0.0286387163825457
6,1,83.35,NaN,0.743810947661225,0.743810947661225
6,1,84.95,NaN,0.803825595054722,0.196174404945278
6,1,86.55,NaN,0.849781258003392,0.150218741996608
6,1,87.95,NaN,0.650712163929707,0.650712163929707
6,1,89.5,NaN,0.732536059717714,0.267463940282286
6,1,90.95,NaN,0.795191953558527,0.204808046441473
6,1,92.4,NaN,0.843170126623792,0.156829873376208
6,1,93.9,NaN,0.645649751025766,0.645649751025766
6,1,95.35,NaN,0.728659563708413,0.271340436291587
6,1,96.9,NaN,0.792223562477975,0.207776437522025
6,1,98.35,NaN,0.840897108520341,0.159102891479659
6,1,99.9,NaN,0.878168427666371,0.121831572333629
6,1,101.45,NaN,0.672449377389365,0.672449377389365
6,1,102.9,NaN,0.749181130522605,0.250818869477395
6,1,104.35,NaN,0.80793776307151,0.19206223692849
6,1,112.8,0.366666666666667,0.618670893453254,0.618670893453254
6,1,114.3,NaN,0.708000752248381,0.291999247751619
6,1,115.7,NaN,0.542145048764496,0.542145048764496
6,1,117.1,NaN,0.649401792192508,0.350598207807492
6,1,118.7,NaN,0.497273435342969,0.497273435342969
6,1,120.25,NaN,0.380782548602044,0.380782548602044
6,1,121.65,NaN,0.291580726044343,0.291580726044343
6,1,123.15,NaN,0.223275252798941,0.223275252798941
6,1,124.7,NaN,0.405230185687459,0.594769814312541
6,1,126.3,NaN,0.310301278752456,0.310301278752456
6,1,127.7,NaN,0.23761034344483,0.23761034344483
6,1,129.25,NaN,0.181947929892387,0.181947929892387
6,1,130.75,NaN,0.373584169180658,0.626415830819342
6,1,132.25,NaN,0.28606863336642,0.28606863336642
6,1,133.65,NaN,0.453313637946137,0.546686362053863
6,1,135.1,NaN,0.581379958321571,0.418620041678429
6,1,136.7,NaN,0.445186343169835,0.445186343169835
6,1,138.1,NaN,0.340897337976874,0.340897337976874
6,1,139.65,NaN,0.495298213019443,0.504701786980557
6,1,148.2,0.5,0.379270040317966,0.379270040317966
6,1,149.8,NaN,0.290422536770075,0.290422536770075
6,1,151.2,NaN,0.456647599337554,0.543352400662446
6,1,152.8,NaN,0.349673689222573,0.349673689222573
6,1,154.2,NaN,0.267759403776349,0.267759403776349
6,1,155.6,NaN,0.205034294888086,0.205034294888086
6,1,157.05,NaN,0.15700312103835,0.15700312103835
6,1,158.45,NaN,0.120223692476605,0.120223692476605
6,1,159.9,NaN,0.0920601841359498,0.0920601841359498
6,1,161.35,NaN,0.304753456569553,0.695246543430447
6,1,162.8,NaN,0.233362149755296,0.233362149755296
6,1,164.25,NaN,0.178694914739989,0.178694914739989
6,1,165.8,NaN,0.136833983520532,0.136833983520532
6,1,167.35,NaN,0.104779361367619,0.104779361367619
6,1,168.85,NaN,0.0802338299751295,0.0802338299751295
6,1,170.4,NaN,0.0614383156038918,0.0614383156038918
6,1,171.95,NaN,0.281305043053251,0.718694956946749
6,1,173.55,NaN,0.215406743283093,0.215406743283093
6,1,175,NaN,0.164945727770137,0.164945727770137
6,1,183.55,0.2,0.126305670356215,0.126305670356215
