subject,session,runtime,p1,pmod,pmod_surprise
8,10,442.75,NaN,0.579283488664458,1.13268432828838
8,10,444.3,NaN,0.639610146859671,0.787658550473852
8,10,445.75,NaN,0.675908330047116,0.644735268783297
8,10,454.35,1,0.699659173349316,0.565100500383352
8,10,455.8,NaN,0.716119628208083,0.515275785205436
8,10,457.3,NaN,0.728018894237682,0.48172748420458
8,10,458.85,NaN,0.736904565240131,0.457952201785807
8,10,460.3,NaN,0.489675629109208,1.9263418798554
8,10,461.75,NaN,0.615989051958905,1.03010169920461
8,10,463.35,NaN,0.664718251793231,0.699023384916788
8,10,464.95,NaN,0.691961134159797,0.589185127015423
8,10,466.45,NaN,0.709627737531518,0.531237087559461
8,10,468.05,NaN,0.722118066947211,0.494865692890607
8,10,469.65,NaN,0.731436026593134,0.469693356565018
8,10,471.2,NaN,0.738641258282404,0.451196407082541
8,10,472.7,NaN,0.744356642478439,0.437054245480854
8,10,474.3,NaN,0.748977585357586,0.425934071600818
8,10,475.9,NaN,0.7527698181818,0.417005551072938
8,11,1.4,NaN,0.484118873670144,2.01607321693042
8,11,2.9,NaN,0.366890803529687,0.954889428874396
8,11,4.5,NaN,0.550272416488912,1.4465773523843
8,11,5.95,NaN,0.423741556756572,1.15287672216739
8,11,7.35,NaN,0.361122268419943,0.795212111061334
8,11,8.9,NaN,0.323725843141015,0.646388240274357
8,11,10.5,NaN,0.512239986245156,1.6271555539212
8,11,12.1,NaN,0.400325811602848,1.03575660309631
8,11,13.7,NaN,0.350597881934554,0.737749218253139
8,11,15.25,NaN,0.319917172775021,0.622816004815976
8,11,16.75,NaN,0.298968356673399,0.556217632127584
8,11,18.3,NaN,0.504753922973679,1.7419352997155
8,11,19.7,NaN,0.615077337706785,0.986347876586326
8,11,21.3,NaN,0.673805971191381,0.701160273522887
8,11,22.8,NaN,0.472125926267748,1.61619772205596
8,11,24.3,NaN,0.590121034464496,1.08275638578384
8,11,25.8,NaN,0.645625584938123,0.760917211745879
8,11,27.3,NaN,0.479860088693956,1.49665364617437
8,11,35.9,0.5,0.58993349749024,1.05931426982612
8,11,37.4,NaN,0.458862042205595,1.28607019720334
8,11,38.85,NaN,0.57193630903683,1.12386762521861
8,11,40.35,NaN,0.630662497961479,0.806073597801153
8,11,41.85,NaN,0.668372693590068,0.665059948286201
8,11,43.3,NaN,0.694121904748761,0.581275301684134
8,11,44.7,NaN,0.712354544746173,0.526739037369213
8,11,46.2,NaN,0.725617927122235,0.489332633699793
8,11,47.8,NaN,0.491167091600644,1.8657418707208
8,11,49.4,NaN,0.377846759239705,0.974736115992181
8,11,51,NaN,0.320944335411829,0.684658124730911
8,11,52.45,NaN,0.2905260860361,0.558398252768323
8,11,54,NaN,0.516887603331381,1.78326038734947
8,11,55.6,NaN,0.396364523792456,1.04956922207415
8,11,57,NaN,0.345060809180245,0.72825049802761
8,11,58.55,NaN,0.314762985559683,0.610567132016433
8,11,60.15,NaN,0.294727021209319,0.545325011318351
8,11,61.6,NaN,0.280573861615845,0.503746328266808
8,11,70.15,0.233333333333333,0.270130186214791,0.475081518077192
8,11,71.7,NaN,0.262176046866617,0.45428894014954
8,11,73.25,NaN,0.255968884412975,0.438651468628012
8,11,74.75,NaN,0.251029872719462,0.426565138386826
8,11,76.25,NaN,0.247036490132664,0.417019917036022
8,11,77.75,NaN,0.516472939209093,2.0172039346759
8,11,79.2,NaN,0.383289716099916,1.04833146190424
8,11,80.75,NaN,0.542285062044305,1.38349280462967
8,11,82.35,NaN,0.419452815047804,1.12747871847658
8,11,83.75,NaN,0.550792324814603,1.25341956628483
8,11,85.15,NaN,0.623626455336119,0.860419638953081
8,11,86.7,NaN,0.466898648831991,1.40976287044358
8,11,88.25,NaN,0.385054338443497,0.907518256223146
8,11,89.8,NaN,0.335652535479848,0.70146915966543
8,11,91.35,NaN,0.304518589778481,0.589990102973207
8,11,92.75,NaN,0.513867402479723,1.71539779265856
8,11,94.25,NaN,0.616028282885238,0.960531958160626
8,11,95.65,NaN,0.44997899532123,1.38092804717273
8,11,97.2,NaN,0.375120438534153,0.862441380309583
8,11,98.65,NaN,0.532435743882984,1.41457422413389
8,11,107.15,0,0.420938377718272,1.09676345050488
8,11,108.55,NaN,0.546017989607067,1.24831904607847
8,11,110.15,NaN,0.618585256192175,0.872979610611549
8,11,111.7,NaN,0.465179672142553,1.39056748194642
8,11,113.15,NaN,0.38574009615838,0.902873793364504
8,11,114.75,NaN,0.336975027305167,0.703078881236829
8,11,116.3,NaN,0.521062242997309,1.56928641540293
8,11,117.8,NaN,0.409979665655208,1.06208992013336
8,11,119.2,NaN,0.357356560041065,0.761163418797856
8,11,120.75,NaN,0.324013237817461,0.637909590742913
8,11,122.2,NaN,0.30116089627635,0.564933100333454
8,11,123.8,NaN,0.284826274500183,0.516967757998159
8,11,125.3,NaN,0.272805985307232,0.483634360026389
8,11,126.85,NaN,0.263750971055328,0.459587769679597
8,11,128.35,NaN,0.256790965128195,0.441734268745799
8,11,129.8,NaN,0.251345401273405,0.428160054838593
8,11,131.25,NaN,0.247016916681163,0.417627828322291
8,11,132.8,NaN,0.243527550586308,0.409310641525578
