model,log_evidence,parameters
random,135.309825103689,0.000224355902008533
random,141.096877472223,0.00211324281102421
random,208.578005470503,-0.00351222152726649
random,153.067819758588,0.00272550942527872
random,128.199274212389,-0.00274026378655456
random,129.332906817156,0.0126745308444178
random,127.760380110972,0.00898616536949071
random,131.924113331816,-0.00347451391968434
random,163.192542828978,-0.000507927096061955
random,109.017724520091,-0.00182121900415488
random,194.172546564297,-0.00682456901845718
random,141.471367216079,-0.000715361238201595
random,128.596682848361,-0.000202530583335303
random,146.626443823535,-0.00605968294054193
random,149.56628088894,-0.0126279765374138
random,125.269046325305,-0.00480075104225719
random,102.683713639274,0.00525589704999163
random,179.434320311096,0.00718276060318424
random,132.630678368997,0.00261132442040868
random,137.292155592523,0.00186153653197429
random,184.759776727452,-0.00749550957112533
random,91.0810995251368,-0.000557993505434951
random,163.039116035973,0.00862828398748494
random,249.468860874401,-0.00461866607449046
random,113.163622778112,-0.00306732125453291
random,130.026291306326,-0.00133026746190179
random,170.818327916397,-0.00530407964399959
random,156.895960255113,1.12698363903263e-05
random,126.781160786963,-0.00487008330776639
random,172.982413122576,-0.00283675374090908
random,94.730972760436,-0.000947511278904578
random,127.436672034949,0.00604946642486226
random,122.193579773321,0.00133204882494375
rw,143.576953553744,-1.86571010063409
rw,140.96574280228,-1.88524642349547
rw,183.970252416688,1.16787239562239
rw,163.304925415187,-1.77117494829441
rw,140.220143599369,-2.14866537361957
rw,121.76509807176,-0.659613607408956
rw,128.137337912305,-0.168823417814659
rw,135.262196442946,0.811447304339483
rw,171.945172522185,-1.94884490619939
rw,107.696039273196,-4.00491183644685
rw,193.893906568757,0.509135329874618
rw,135.997137853252,1.45149740496001
rw,119.290449605146,-3.08427643642126
rw,147.239887497497,2.36905912661616
rw,141.722247535385,-3.85768280213187
rw,124.956373025329,-2.80728826721722
rw,112.819604187806,-1.74410492305978
rw,178.373979710608,-1.62555017069996
rw,139.839432153668,-2.39461485086373
rw,137.129121918967,-4.95181883349186
rw,189.744318788018,0.171434360386467
rw,87.1878068583053,-1.3612855270046
rw,158.970668734704,-0.915324271001579
rw,251.87790352984,1.54645591397893
rw,108.844214440587,-0.903623085052812
rw,126.706940362653,-2.27066992641801
rw,146.910340040852,-0.963253649149978
rw,158.591196072167,-1.97335137244032
rw,123.685647124723,-0.496309426507716
