model,log_evidence,parameters
subjects_io_fixed_trans_srp1,-22.0562554023655,-4
subjects_io_fixed_trans_srp1,-40.5988064752034,-4
subjects_io_fixed_trans_srp1,-21.8970899753145,-4
subjects_io_fixed_trans_srp1,-0.690614407739027,-4
subjects_io_fixed_trans_srp1,-29.2298583134486,-4
subjects_io_fixed_trans_srp1,-6.67719292984352,-4
subjects_io_fixed_trans_srp1,-2.82015044652809,-4
subjects_io_fixed_trans_srp1,-13.4258998912039,-4
subjects_io_fixed_trans_srp1,-25.5290593455599,-4
subjects_io_fixed_trans_srp1,8.55795827657832,-4
subjects_io_fixed_trans_srp1,28.0711073096945,-4
subjects_io_fixed_trans_srp1,0.293669652354492,-4
subjects_io_fixed_trans_srp1,-47.6044597705512,-4
subjects_io_fixed_trans_srp1,-20.9495285457713,-4
subjects_io_fixed_trans_srp1,14.1286519150584,-4
subjects_io_fixed_trans_srp1,11.4973526335475,-4
subjects_io_fixed_trans_srp1,0.958497867508292,-4
subjects_io_fixed_trans_srp1,-4.99923808685335,-4
subjects_io_fixed_trans_srp1,-0.487090183970583,-4
subjects_io_fixed_trans_srp1,27.3537021647269,-4
subjects_io_fixed_trans_std1,34.8952414909998,-4
subjects_io_fixed_trans_std1,-1.1039450413504,-4
subjects_io_fixed_trans_std1,6.79285891969576,-4
subjects_io_fixed_trans_std1,-31.1070965570413,-4
subjects_io_fixed_trans_std1,-34.9632885608226,-4
subjects_io_fixed_trans_std1,-24.5544796031291,-4
subjects_io_fixed_trans_std1,-22.4316636536015,-4
subjects_io_fixed_trans_std1,-31.4686472396412,-4
subjects_io_fixed_trans_std1,-6.29187200381803,-4
subjects_io_fixed_trans_std1,-9.34247943777613,-4
subjects_io_fixed_trans_std1,-29.2132786138763,-4
subjects_io_fixed_trans_std1,-4.09965973513004,-4
subjects_io_fixed_trans_std1,-35.6153842244504,-4
subjects_io_fixed_trans_std1,-22.3476940132542,-4
subjects_io_fixed_trans_std1,-37.837284751956,-4
subjects_io_fixed_trans_std1,-18.9284627264201,-4
subjects_io_fixed_trans_std1,-0.00415882565652481,-4
subjects_io_fixed_trans_std1,-29.4399643135601,-4
subjects_io_fixed_trans_std1,-9.16100076441372,-4
subjects_io_fixed_trans_std1,-3.78604389942188,-4
subjects_io_fixed_trans_std1,-7.01709261190506,-4
subjects_io_fixed_trans_std1,-19.1538405151263,-4
subjects_io_fixed_trans_std1,7.70936092850717,-4
subjects_io_fixed_trans_std1,26.8910226535095,-4
subjects_io_fixed_trans_std1,-0.432463951519871,-4
subjects_io_fixed_trans_std1,-48.036909414514,-4
subjects_io_fixed_trans_std1,-22.3481228294489,-4
subjects_io_fixed_trans_std1,14.0304508548422,-4
subjects_io_fixed_trans_std1,11.5006012894272,-4
subjects_io_fixed_trans_std1,1.2899385293621,-4
subjects_io_fixed_trans_std1,-4.39332456465386,-4
subjects_io_fixed_trans_std1,-0.49678518767729,-4
subjects_io_fixed_trans_std1,31.6375664288961,-4
subjects_io_jump_freq_srp1,34.5281296258975,-3.01881597457025
subjects_io_jump_freq_srp1,3.73240736913768,1.74674046120504
subjects_io_jump_freq_srp1,9.57887192788727,-0.224044866602381
subjects_io_jump_freq_srp1,-31.0681698124565,0.583773956129938
subjects_io_jump_freq_srp1,-35.0832254853149,1.7428498026627
subjects_io_jump_freq_srp1,-23.6654697548398,-4.1522602452733
subjects_io_jump_freq_srp1,-22.346745865106,-2.84126307526889
subjects_io_jump_freq_srp1,-30.3362771577639,-0.652056216785421
subjects_io_jump_freq_srp1,-9.77597541271142,-0.559234790144795
subjects_io_jump_freq_srp1,-7.02688404892174,1.94463666140961
subjects_io_jump_freq_srp1,-28.2129732107824,-2.72125707940817
subjects_io_jump_freq_srp1,-1.19279589772212,0.466190782464081
subjects_io_jump_freq_srp1,-36.0768997622928,0.203089861000501
subjects_io_jump_freq_srp1,-16.9795477674642,-1.63863908829525
subjects_io_jump_freq_srp1,-39.5934125662761,-4.11368913234333
subjects_io_jump_freq_srp1,-8.38683880992027,0.25208857189676
subjects_io_jump_freq_srp1,-2.61077453219259,-1.98913583117425
subjects_io_jump_freq_srp1,-29.526977333339,0.447419417048599
subjects_io_jump_freq_srp1,-10.8770474487671,-2.61957565246902
subjects_io_jump_freq_srp1,-3.28755679564404,-2.06914093177906
subjects_io_jump_freq_srp1,-10.4607215089036,-3.77963235210621
subjects_io_jump_freq_srp1,-23.0555949722211,-3.52184639554426
subjects_io_jump_freq_srp1,9.04814180941141,-0.636729225198973
subjects_io_jump_freq_srp1,28.564772586634,1.61416159059786
subjects_io_jump_freq_srp1,3.65125098805861,1.04199686423401
subjects_io_jump_freq_srp1,-47.711836872477,-0.72461457853245
subjects_io_jump_freq_srp1,-22.0673876636708,1.23601834036558
subjects_io_jump_freq_srp1,14.7332003803378,-1.01994813579786
subjects_io_jump_freq_srp1,11.7742122122828,0.722547455711656
subjects_io_jump_freq_srp1,0.630998102162803,-0.735454563819511
subjects_io_jump_freq_srp1,-4.0786946414151,2.18637475879166
subjects_io_jump_freq_srp1,-0.426534240182229,0.116751729879818
subjects_io_jump_freq_srp1,33.4014370253345,-1.64521413692647
subjects_io_jump_freq_std1,33.424950456236,1.07303940685635
subjects_io_jump_freq_std1,-5.84280831761451,-3.39486314050215
subjects_io_jump_freq_std1,7.56822043045042,-1.72020225189095
subjects_io_jump_freq_std1,-27.3496255338324,-4.0478300247756
subjects_io_jump_freq_std1,-34.1331651651805,-0.482112663378174
subjects_io_jump_freq_std1,-23.4469073636034,-2.26369662336993
subjects_io_jump_freq_std1,-16.2321894348956,-3.12127695815849
subjects_io_jump_freq_std1,-31.7858861945976,1.85833369750496
subjects_io_jump_freq_std1,-11.2548285268383,-8.42809223480453
subjects_io_jump_freq_std1,-7.0292006104433,1.81785648960988
subjects_io_jump_freq_std1,-28.7439863107785,-1.13959861459882
subjects_io_jump_freq_std1,-1.79800306454975,1.74201932315183
subjects_io_jump_freq_std1,-36.5872968045125,-2.91415812531928
subjects_io_jump_freq_std1,-18.4189247033461,0.495577784460976
subjects_io_jump_freq_std1,-37.592129873448,0.236801141171089
subjects_io_jump_freq_std1,-8.70684415566234,0.793062149950626
subjects_io_jump_freq_std1,-3.19690737574253,-0.366374918664006
subjects_io_jump_freq_std1,-29.5579729446112,0.924500062087081
subjects_io_jump_freq_std1,-15.0146057058865,-1.79015272119946
subjects_io_jump_freq_std1,-4.66640799252908,-1.47239722604895
subjects_io_jump_freq_std1,-8.53567071862563,-2.48962060027789
subjects_io_jump_freq_std1,-23.6103828439924,0.101087978825149
subjects_io_jump_freq_std1,0.630069899849712,-5.97680056284842
subjects_io_jump_freq_std1,31.2748439425537,-0.00605968294054193
subjects_io_jump_freq_std1,-1.90151809938261,-2.05603535415986
subjects_io_jump_freq_std1,-47.4075366545604,-1.69998430345527
subjects_io_jump_freq_std1,-22.3406731994466,-0.997008002372059
subjects_io_jump_freq_std1,12.3546763969923,-1.66331819619705
subjects_io_jump_freq_std1,13.4785448742054,-0.862300607505047
subjects_io_jump_freq_std1,0.436505161784121,-3.43576897873828
subjects_io_jump_freq_std1,-4.06209714659759,2.09037149859615
subjects_io_jump_freq_std1,-1.12445299871303,-0.779372797562569
subjects_io_jump_freq_std1,30.672074612499,-2.14504499108498
subjects_io_jump_trans_srp1,34.1855958454644,-4.24145710436936
subjects_io_jump_trans_srp1,-4.53444450993135,-4.22910225783336
subjects_io_jump_trans_srp1,7.02194771618017,-2.99843341260561
subjects_io_jump_trans_srp1,-30.8913889868326,-5.02573410836639
subjects_io_jump_trans_srp1,-34.8120558258294,-1.80521422186528
subjects_io_jump_trans_srp1,-28.1555398528744,-2.85005093578358
subjects_io_jump_trans_srp1,-22.5237643484274,-5.07862118005148
subjects_io_jump_trans_srp1,-32.5972884603957,-2.15096748363789
subjects_io_jump_trans_srp1,-10.4427074917577,-4.62938855530201
subjects_io_jump_trans_srp1,-11.3416133295104,-6.85543979438648
subjects_io_jump_trans_srp1,-26.0391344693998,-5.8160481048645
subjects_io_jump_trans_srp1,-2.31428202526366,-7.44378858841683
subjects_io_jump_trans_srp1,-34.9614410476825,-4.28208691368623
subjects_io_jump_trans_srp1,-15.9986866511906,-1.20560228611958
subjects_io_jump_trans_srp1,-40.1581702026489,-4.60848331406884
subjects_io_jump_trans_srp1,-14.0604133732824,0.353201565298813
subjects_io_jump_trans_srp1,-1.153026950307,-3.71428522450253
subjects_io_jump_trans_srp1,-30.0732639589542,-2.868114036828
subjects_io_jump_trans_srp1,-7.70013950577831,-2.15086163649807
subjects_io_jump_trans_srp1,-2.62198723248336,-1.95835976840164
subjects_io_jump_trans_srp1,-13.549685580999,-4.86855158629742
subjects_io_jump_trans_srp1,-25.2532453441259,-4.29945583726174
subjects_io_jump_trans_srp1,7.57797574881739,-3.66828992392838
subjects_io_jump_trans_srp1,29.4677330726972,-4.64983978489702
subjects_io_jump_trans_srp1,0.454097904151031,-9.40212931583102
subjects_io_jump_trans_srp1,-47.7584615569198,-2.64672401823267
subjects_io_jump_trans_srp1,-21.8887758531286,-3.35656022285122
subjects_io_jump_trans_srp1,13.4429409510812,-2.81323367600366
subjects_io_jump_trans_srp1,11.8958041471977,-4.89663381656604
subjects_io_jump_trans_srp1,4.05446844278568,-0.560358449811896
subjects_io_jump_trans_srp1,-4.04833372772987,-1.60044728277696
subjects_io_jump_trans_srp1,-0.446772765217351,-4.368493686897
subjects_io_jump_trans_srp1,27.473384471643,1.31141207014955
subjects_io_jump_trans_std1,31.6475367804379,-1.18441542906992
subjects_io_jump_trans_std1,-2.26719545861721,-1.38407194413348
subjects_io_jump_trans_std1,14.6893672027757,-2.15176273139382
subjects_io_jump_trans_std1,-31.0592488483258,-4.01771131249417
subjects_io_jump_trans_std1,-34.6238059805828,-5.73564314279871
subjects_io_jump_trans_std1,-37.0096901322323,-2.45788097272228
subjects_io_jump_trans_std1,-19.1237340519038,-5.2544959082386
subjects_io_jump_trans_std1,-28.6423521079758,-0.84877518113917
subjects_io_jump_trans_std1,-10.293382388168,-3.87641043510951
subjects_io_jump_trans_std1,-10.7373661519755,0.634426413769395
subjects_io_jump_trans_std1,-27.1283956396646,0.188829565332283
subjects_io_jump_trans_std1,-0.519690341139882,-7.9384683907549
subjects_io_jump_trans_std1,-35.3436516642066,-5.44579286654271
subjects_io_jump_trans_std1,-17.0369380406781,-1.62935878210104
subjects_io_jump_trans_std1,-37.0426614027967,-4.66788837109366
subjects_io_jump_trans_std1,-17.0562807164739,-1.17388326139549
subjects_io_jump_trans_std1,-0.811424416279181,-9.13321814950294
subjects_io_jump_trans_std1,-29.907871947476,-7.69136612925777
subjects_io_jump_trans_std1,-9.38059478013546,-2.47334815635767
subjects_io_jump_trans_std1,-4.2326422279518,-1.79237118304676
subjects_io_jump_trans_std1,-13.2941103455911,-3.96792062763596
subjects_io_jump_trans_std1,-25.1967790268176,-3.41904322599889
subjects_io_jump_trans_std1,10.1088873450899,-4.67399179469472
subjects_io_jump_trans_std1,28.4084927607157,-3.34654233469056
subjects_io_jump_trans_std1,1.30828759237256,-4.12870837191172
subjects_io_jump_trans_std1,-46.4808271212559,-2.5030298950912
subjects_io_jump_trans_std1,-22.0823714260634,-4.52583940827903
subjects_io_jump_trans_std1,12.8156988731438,-2.37854682272193
subjects_io_jump_trans_std1,11.1827586302349,-4.53648735101819
subjects_io_jump_trans_std1,7.37566698068898,-4.43790589705323
subjects_io_jump_trans_std1,-3.97714658628996,-4.56751300185425
subjects_io_jump_trans_std1,-0.404377694707496,-6.06887410927794
subjects_io_jump_trans_std1,37.0696097354779,-4.28962916087047
