model,log_evidence,parameters
subjects_io_fixed_trans_srp1,-7.62846387806257,-4
subjects_io_fixed_trans_srp1,-46.581340081371,-4
subjects_io_fixed_trans_srp1,-45.6860642023833,-4
subjects_io_fixed_trans_srp1,-10.6076372146131,-4
subjects_io_fixed_trans_srp1,-3.79562359173609,-4
subjects_io_fixed_trans_srp1,-24.2522539172797,-4
subjects_io_fixed_trans_srp1,32.9853489816354,-4
subjects_io_fixed_trans_srp1,-27.1714854406893,-4
subjects_io_fixed_trans_srp1,-13.4323973102432,-4
subjects_io_fixed_trans_srp1,-27.9338416812666,-4
subjects_io_fixed_trans_srp1,37.3606930485756,-4
subjects_io_fixed_trans_srp1,0.525686975000852,-4
subjects_io_fixed_trans_srp1,-50.0641191004015,-4
subjects_io_fixed_trans_srp1,-15.6149093675405,-4
subjects_io_fixed_trans_srp1,-31.0910669467001,-4
subjects_io_fixed_trans_srp1,-10.5727670393981,-4
subjects_io_fixed_trans_srp1,-12.0268299296705,-4
subjects_io_fixed_trans_srp1,-44.1200660552947,-4
subjects_io_fixed_trans_srp1,2.09096538626406,-4
subjects_io_fixed_trans_srp1,29.3463130564841,-4
subjects_io_fixed_trans_srp1,-60.8146979248557,-4
subjects_io_fixed_trans_srp1,17.9940232552019,-4
subjects_io_fixed_trans_srp1,-15.6697359819988,-4
subjects_io_fixed_trans_std1,-12.2334606591242,-4
subjects_io_fixed_trans_std1,-11.27964760119,-4
subjects_io_fixed_trans_std1,46.7370442329052,-4
subjects_io_fixed_trans_std1,1.76616301320193,-4
subjects_io_fixed_trans_std1,-23.8658310974301,-4
subjects_io_fixed_trans_std1,10.529874511024,-4
subjects_io_fixed_trans_std1,-44.9507649381899,-4
subjects_io_fixed_trans_std1,-46.6802482151627,-4
subjects_io_fixed_trans_std1,-37.5898470619538,-4
subjects_io_fixed_trans_std1,4.94031276740692,-4
subjects_io_fixed_trans_std1,4.01965438938502,-4
subjects_io_fixed_trans_std1,-23.7039726285926,-4
subjects_io_fixed_trans_std1,-7.80452583750073,-4
subjects_io_fixed_trans_std1,-42.4853026599417,-4
subjects_io_fixed_trans_std1,-45.8447106307341,-4
subjects_io_fixed_trans_std1,-8.52889617608272,-4
subjects_io_fixed_trans_std1,-2.96247093061994,-4
subjects_io_fixed_trans_std1,-24.2143623467608,-4
subjects_io_fixed_trans_std1,33.3337636769233,-4
subjects_io_fixed_trans_std1,-22.2950851930162,-4
subjects_io_fixed_trans_std1,-12.9683197666755,-4
subjects_io_fixed_trans_std1,-21.9405739024347,-4
subjects_io_fixed_trans_std1,32.3983085525168,-4
subjects_io_fixed_trans_std1,-1.68298181206178,-4
subjects_io_fixed_trans_std1,-49.9329948867758,-4
subjects_io_fixed_trans_std1,-14.7792392526444,-4
subjects_io_fixed_trans_std1,-32.4927308510568,-4
subjects_io_fixed_trans_std1,-3.53919779162973,-4
subjects_io_fixed_trans_std1,-15.5668122087376,-4
subjects_io_fixed_trans_std1,-33.3648061069689,-4
subjects_io_fixed_trans_std1,2.0932815384082,-4
subjects_io_fixed_trans_std1,29.8250279442568,-4
subjects_io_fixed_trans_std1,-60.9275041067069,-4
subjects_io_fixed_trans_std1,17.9973877147799,-4
subjects_io_fixed_trans_std1,-16.9017154676527,-4
subjects_io_jump_freq_srp1,-8.96086693398383,-4.51920733691712
subjects_io_jump_freq_srp1,-7.19730753789359,2.14284028538848
subjects_io_jump_freq_srp1,49.3802368594938,-2.04697758845505
subjects_io_jump_freq_srp1,2.9959143556222,-2.79904682271556
subjects_io_jump_freq_srp1,-20.5414649615039,-2.8022673842667
subjects_io_jump_freq_srp1,11.2126325097846,0.468942463476215
subjects_io_jump_freq_srp1,-40.5179128865757,0.315561402904044
subjects_io_jump_freq_srp1,-47.0890132297559,-2.47695733107
subjects_io_jump_freq_srp1,-36.8516860771662,-2.62301329392691
subjects_io_jump_freq_srp1,5.46141261398208,-2.66424238965575
subjects_io_jump_freq_srp1,7.92234835394546,0.476189785800242
subjects_io_jump_freq_srp1,-25.1719756703691,-0.0506393584705707
subjects_io_jump_freq_srp1,-3.56559451602817,1.36220801627929
subjects_io_jump_freq_srp1,-46.128486624198,-2.83021077817987
subjects_io_jump_freq_srp1,-40.9297473027929,-3.49847319002899
subjects_io_jump_freq_srp1,-7.21621316676325,-2.12345629978256
subjects_io_jump_freq_srp1,-2.61631473034807,-1.2382323489293
subjects_io_jump_freq_srp1,-22.4778380670687,-0.338234468952352
subjects_io_jump_freq_srp1,35.2850212971841,0.161307245092146
subjects_io_jump_freq_srp1,-20.6013011536471,-0.753033127830753
subjects_io_jump_freq_srp1,-0.669063998127657,-0.762372293905986
subjects_io_jump_freq_srp1,-24.5428392459394,-1.71733115557712
subjects_io_jump_freq_srp1,34.6962876723317,-2.62716420228478
subjects_io_jump_freq_srp1,1.06109903949522,0.173861834193001
subjects_io_jump_freq_srp1,-47.3217110162821,-0.238305294061641
subjects_io_jump_freq_srp1,-15.5155887805318,-3.83084685835897
subjects_io_jump_freq_srp1,-25.35404746395,-3.20173469240598
subjects_io_jump_freq_srp1,-1.23168206560346,-1.09617521127592
subjects_io_jump_freq_srp1,-10.3547332483512,-1.8914536882864
subjects_io_jump_freq_srp1,-43.6399973507945,-2.35226811035333
subjects_io_jump_freq_srp1,0.602269605886489,-2.37474638023826
subjects_io_jump_freq_srp1,29.2708048322124,-0.019057088036103
subjects_io_jump_freq_srp1,-60.9158167938121,0.386087214410285
subjects_io_jump_freq_srp1,19.5375021832442,0.974901918725793
subjects_io_jump_freq_srp1,-17.3135309861654,-1.19424502938327
subjects_io_jump_freq_std1,-1.98538449520061,-4.45687922440569
subjects_io_jump_freq_std1,-10.2001905505638,2.14821713990869
subjects_io_jump_freq_std1,43.4900160663916,-1.69317934009733
subjects_io_jump_freq_std1,-0.107458547492002,0.123233371183027
subjects_io_jump_freq_std1,-24.3450920755745,0.976379450575173
subjects_io_jump_freq_std1,9.31314709058995,-1.71310388327771
subjects_io_jump_freq_std1,-44.5445567430701,1.01624070143635
subjects_io_jump_freq_std1,-41.6258380191664,-2.42542630522365
subjects_io_jump_freq_std1,-38.3353812638822,-6.38100199025461
subjects_io_jump_freq_std1,-1.01064910215988,-1.60794096687275
subjects_io_jump_freq_std1,3.96540277915732,0.331632406088226
subjects_io_jump_freq_std1,-22.5835523846072,-0.202590254730257
subjects_io_jump_freq_std1,-5.9546860406703,-0.293560427979662
subjects_io_jump_freq_std1,-45.9373988264211,-2.23326885395974
subjects_io_jump_freq_std1,-41.6660839900386,-3.22806888574619
subjects_io_jump_freq_std1,-15.4950950878332,0.819859098209651
subjects_io_jump_freq_std1,-7.62815378656672,0.1009698013782
subjects_io_jump_freq_std1,-23.8753239401763,-4.58777936307605
subjects_io_jump_freq_std1,36.3913754691094,-2.97383903836205
subjects_io_jump_freq_std1,-25.1878799357909,0.766021499732167
subjects_io_jump_freq_std1,-7.94411592888202,1.82012774520819
subjects_io_jump_freq_std1,-28.1851823044976,-2.47178523266408
subjects_io_jump_freq_std1,29.853608023174,-1.49272896423117
subjects_io_jump_freq_std1,-1.74433806558163,-0.213308695600945
subjects_io_jump_freq_std1,-49.9374617006758,-1.1155898853431
subjects_io_jump_freq_std1,-12.6904126962196,-4.28691282673274
subjects_io_jump_freq_std1,-32.0788665229069,-2.09994233190241
subjects_io_jump_freq_std1,-9.54106187437571,0.827714411432382
subjects_io_jump_freq_std1,-12.5522916948701,-1.55662156675026
subjects_io_jump_freq_std1,-46.0407739067897,-0.131490224324891
subjects_io_jump_freq_std1,-0.0278769806481853,-0.0803377234871216
subjects_io_jump_freq_std1,28.9656983551887,0.133774185875749
subjects_io_jump_freq_std1,-61.3125847787328,-2.66013135168533
subjects_io_jump_freq_std1,19.3340379317848,1.20671947199578
subjects_io_jump_freq_std1,-18.2433469813478,-2.95739027723254
subjects_io_jump_trans_srp1,-8.58691754078993,-7.29575042623062
subjects_io_jump_trans_srp1,-11.2075578237188,-3.57157072902228
subjects_io_jump_trans_srp1,41.2709257079824,-2.33821161092361
subjects_io_jump_trans_srp1,3.65489800429442,-3.2499026261792
subjects_io_jump_trans_srp1,-24.5131839563384,-3.26018081644616
subjects_io_jump_trans_srp1,8.3630813204913,-4.45383384776342
subjects_io_jump_trans_srp1,-40.3684699991778,-5.49920374450383
subjects_io_jump_trans_srp1,-50.1050541101573,-2.48957393607023
subjects_io_jump_trans_srp1,-36.4200511267555,-2.85631943557014
subjects_io_jump_trans_srp1,1.33135607363103,-4.59119482681895
subjects_io_jump_trans_srp1,4.22615017147675,-3.88029981895487
subjects_io_jump_trans_srp1,-26.4993635750804,-3.52337378902986
subjects_io_jump_trans_srp1,-7.65953877861451,-3.78679294797041
subjects_io_jump_trans_srp1,-47.0020418188466,-1.72160665023665
subjects_io_jump_trans_srp1,-42.8069862730543,-8.23525109384698
subjects_io_jump_trans_srp1,-10.1611779978341,-1.6820274911852
subjects_io_jump_trans_srp1,-3.57129796791551,-2.43801902994999
subjects_io_jump_trans_srp1,-24.3046696472404,-5.12570454512637
subjects_io_jump_trans_srp1,33.4159060019918,-2.58915944830978
subjects_io_jump_trans_srp1,-28.0824648978722,-1.02168580507627
subjects_io_jump_trans_srp1,-12.0657901422368,-0.497355002113827
subjects_io_jump_trans_srp1,-28.9073507438964,-4.35472097892921
subjects_io_jump_trans_srp1,36.5892959942167,-2.40129597149346
subjects_io_jump_trans_srp1,0.66286767112022,-5.10174845005653
subjects_io_jump_trans_srp1,-50.0358635399293,-4.26062337320721
subjects_io_jump_trans_srp1,-14.1261849261558,-4.31931611649586
subjects_io_jump_trans_srp1,-29.9620033643624,-5.48295800309073
subjects_io_jump_trans_srp1,-9.44532229497978,0.787375890498694
subjects_io_jump_trans_srp1,-13.7592488038086,-1.9518059142084
subjects_io_jump_trans_srp1,-46.1370167642744,-2.02977194391245
subjects_io_jump_trans_srp1,2.00930199677729,-5.97521464726075
subjects_io_jump_trans_srp1,29.2140142410582,-3.94370796670978
subjects_io_jump_trans_srp1,-59.0446930222109,-7.02624805026062
subjects_io_jump_trans_srp1,18.0065349415186,-4
subjects_io_jump_trans_srp1,-16.7403011986665,-1.24039525299536
subjects_io_jump_trans_std1,-4.65746878131621,-5.08313124639343
subjects_io_jump_trans_std1,-7.82120542577401,-4.60548952626698
subjects_io_jump_trans_std1,42.288500025319,-2.710467479769
subjects_io_jump_trans_std1,-3.16701875676638,0.607202422325421
subjects_io_jump_trans_std1,-24.5425265718059,-4.19199241294409
subjects_io_jump_trans_std1,9.8333247959711,-4.90197747736938
subjects_io_jump_trans_std1,-39.5834848385449,-5.34500712250437
subjects_io_jump_trans_std1,-47.9754018296282,-3.26953142801938
subjects_io_jump_trans_std1,-36.6085247389773,-3.67136509043604
subjects_io_jump_trans_std1,-0.0482945487623312,-0.803747859321907
subjects_io_jump_trans_std1,3.2651171354596,-3.09215351990878
subjects_io_jump_trans_std1,-26.3874685672107,-2.23006494294659
subjects_io_jump_trans_std1,-6.89445719636122,-3.24831073119441
subjects_io_jump_trans_std1,-44.5125108797227,-4.86846419196366
subjects_io_jump_trans_std1,-42.4379147112291,-8.21554936003385
subjects_io_jump_trans_std1,-12.798991202941,-1.4667311496264
subjects_io_jump_trans_std1,-6.11808346213928,-2.31489236950025
subjects_io_jump_trans_std1,-23.5660260447954,-5.81411450646174
subjects_io_jump_trans_std1,34.622904290733,-4.69614727505082
subjects_io_jump_trans_std1,-28.6141105214524,-1.85142748745053
subjects_io_jump_trans_std1,-7.67866498341479,-2.66129271720678
subjects_io_jump_trans_std1,-29.1114263238697,-2.60618359217482
subjects_io_jump_trans_std1,30.1978181529946,-1.49047619107729
subjects_io_jump_trans_std1,-1.14444927319004,-2.09461521703582
subjects_io_jump_trans_std1,-49.7053592731039,-5.98973298636389
subjects_io_jump_trans_std1,-8.32443521361295,-4.184594197126
subjects_io_jump_trans_std1,-30.9944362790341,-9.83675573297216
subjects_io_jump_trans_std1,-10.6664057309755,-2.43066067220636
subjects_io_jump_trans_std1,-12.4341265261116,-2.12500259918558
subjects_io_jump_trans_std1,-46.95779239259,-2.78401835203907
subjects_io_jump_trans_std1,3.10141059922915,-5.29880800702814
subjects_io_jump_trans_std1,28.6796642092949,-3.47278799561768
subjects_io_jump_trans_std1,-60.631429810836,-4.10623136702902
subjects_io_jump_trans_std1,17.683972436159,-0.548168347039577
subjects_io_jump_trans_std1,-17.3700852234386,-3.13824620805679
