subject,session,runtime,p1,pmod_mean,pmod_surprise,pmod_sd,pmod_pe
8,10,1.55,NaN,0,1,0,0
8,10,3.1,NaN,0,0,0,1
8,10,4.7,NaN,0.425845680129502,0.574154319870498,0,-0.425845680129502
8,10,6.2,NaN,0.244501136844544,0.244501136844544,0,0.755498863155456
8,10,7.8,NaN,0.566227064062045,0.433772935937955,0,0.433772935937955
8,10,9.4,NaN,0.750947394988314,0.249052605011686,0,-0.750947394988314
8,10,10.8,NaN,0.431159690828038,0.431159690828038,0,0.568840309171962
8,10,12.2,NaN,0.673397879172448,0.326602120827552,0,-0.673397879172448
8,10,13.75,NaN,0.386634301318493,0.386634301318493,0,0.613365698681507
8,10,15.35,NaN,0.647833434441627,0.352166565558373,0,-0.647833434441627
8,10,16.85,NaN,0.371956364941201,0.371956364941201,0,0.628043635058799
8,10,18.3,NaN,0.63940603386382,0.36059396613618,0,-0.63940603386382
8,10,19.85,NaN,0.367117736494174,0.367117736494174,0,0.632882263505826
8,10,21.25,NaN,0.636627914438711,0.363372085561289,0,-0.636627914438711
8,10,22.85,NaN,0.365522667225132,0.365522667225132,0,0.634477332774868
8,10,24.25,NaN,0.635712098527398,0.364287901472602,0,-0.635712098527398
8,10,25.85,NaN,0.364996847563445,0.364996847563445,0,-0.364996847563445
8,10,34.45,1,0.209564516767665,0.209564516767665,0,0.790435483232334
8,10,35.85,NaN,0.546168052723231,0.453831947276769,0,0.453831947276769
8,10,37.3,NaN,0.739430426975803,0.260569573024197,0,-0.739430426975803
8,10,38.85,NaN,0.424547173891844,0.424547173891844,0,0.575452826108156
8,10,40.45,NaN,0.669601274008316,0.330398725991684,0,-0.669601274008316
8,10,41.85,NaN,0.384454464062663,0.384454464062663,0,0.615545535937337
8,10,43.4,NaN,0.646581871464577,0.353418128535423,0,-0.646581871464577
8,10,45,NaN,0.371237774651338,0.371237774651338,0,0.628762225348662
8,10,46.55,NaN,0.638993452144678,0.361006547855322,0,-0.638993452144678
8,10,48,NaN,0.366880850917829,0.366880850917829,0,0.633119149082171
8,10,49.55,NaN,0.636491905561738,0.363508094438262,0,-0.636491905561738
8,10,51,NaN,0.365444577140877,0.365444577140877,0,0.634555422859123
8,10,52.5,NaN,0.635667262768184,0.364332737231816,0,-0.635667262768184
8,10,54,NaN,0.364971104918608,0.364971104918608,0,0.635028895081392
8,10,55.55,NaN,0.63539541664643,0.36460458335357,0,-0.63539541664643
8,10,57.05,NaN,0.364815023293462,0.364815023293462,0,0.635184976706538
8,10,58.65,NaN,0.6353058017071,0.3646941982929,0,-0.6353058017071
8,10,60.05,NaN,0.364763570488921,0.364763570488921,0,0.635236429511079
8,10,61.5,NaN,0.635276259857103,0.364723740142897,0,-0.635276259857103
8,10,63.05,NaN,0.364746608908129,0.364746608908129,0,0.635253391091871
8,10,71.6,1,0.635266521292219,0.364733478707781,0,-0.635266521292219
8,10,73.05,NaN,0.364741017469031,0.364741017469031,0,0.635258982530969
8,10,74.55,NaN,0.635263310943307,0.364736689056693,0,-0.635263310943307
8,10,76.1,NaN,0.364739174233335,0.364739174233335,0,-0.364739174233335
8,10,77.55,NaN,0.209416572512067,0.209416572512067,0,0.790583427487933
8,10,79,NaN,0.546083109889779,0.453916890110221,0,-0.546083109889779
8,10,80.5,NaN,0.313535976551532,0.313535976551532,0,0.686464023448468
8,10,82.05,NaN,0.60586371550138,0.39413628449862,0,0.39413628449862
8,10,83.65,NaN,0.77370494963741,0.22629505036259,0,-0.77370494963741
8,10,85.25,NaN,0.444226039139505,0.444226039139505,0,-0.444226039139505
8,10,86.7,NaN,0.255054299370907,0.255054299370907,0,-0.255054299370907
8,10,88.3,NaN,0.14644052778535,0.14644052778535,0,0.85355947221465
8,10,89.85,NaN,0.509925141761576,0.490074858238424,0,-0.509925141761576
8,10,91.25,NaN,0.292775722952985,0.292775722952985,0,0.707224277047015
8,10,92.8,NaN,0.593944126216167,0.406055873783833,0,0.406055873783833
8,10,94.35,NaN,0.766861265958223,0.233138734041777,0,-0.766861265958223
8,10,95.9,NaN,0.440296708591272,0.440296708591272,0,-0.440296708591272
8,10,97.4,NaN,0.252798257262441,0.252798257262441,0,0.747201742737559
8,10,98.9,NaN,0.570990891592466,0.429009108407534,0,0.429009108407534
8,10,100.4,NaN,0.753682567144024,0.246317432855976,0,-0.753682567144024
8,10,101.95,NaN,0.432730101736828,0.432730101736828,0,-0.432730101736828
8,10,110.35,NaN,0.2484538572502,0.2484538572502,0,-0.2484538572502
8,10,111.85,NaN,0.14265085542869,0.14265085542869,0,-0.14265085542869
8,10,113.45,NaN,0.0819036048776042,0.0819036048776042,0,-0.0819036048776042
8,10,114.9,NaN,0.0470253085534428,0.0470253085534428,0,0.952974691446557
8,10,116.45,NaN,0.452845464178705,0.547154535821295,0,0.547154535821295
8,10,117.95,NaN,0.685848859621466,0.314151140378534,0,0.314151140378534
8,10,119.35,NaN,0.819628765659422,0.180371234340578,0,0.180371234340578
8,10,120.9,NaN,0.896439076622983,0.103560923377017,0,0.103560923377017
8,10,122.45,NaN,0.940540048473308,0.0594599515266918,0,0.0594599515266918
8,10,124.05,NaN,0.96586081197166,0.0341391880283405,0,0.0341391880283405
