model_name,model_frequency,exceedance_prob,protected_exceedance_prob
io_fixed_freq,0.00490255804283119,0,0.000939574260312268
io_fixed_trans,0.00490272104401478,0,0.000939574260312268
io_jump_freq,0.50389748171062,0.97182,0.967280991914372
io_jump_trans,0.154513166387085,0.00389,0.00480764459707658
random,0.105288826393647,0.00048,0.00141686828644257
rw,0.226495246421803,0.02381,0.0246153466814841
