model_name,model_frequency,exceedance_prob,protected_exceedance_prob
io_fixed_freq,0.288850036547688,0.35844,0.176208233589616
io_fixed_trans,0.314569914391002,0.50123,0.183312664206983
io_jump_freq,0.126748879839358,0.01,0.158871810840716
io_jump_trans,0.038662943461741,6e-05,0.158377252115759
random,0.226490588028294,0.13027,0.164855772395102
rw,0.00467763773191733,0,0.158374266851825
