io_fixed_freq,io_fixed_trans,io_jump_freq,io_jump_trans,random,rw
0.918951740580108,0.00176825926020597,0.0696300040961318,0.00434367343005169,0.00530301916797133,3.30346553101856e-06
0.0218159772781683,0.00240341781212183,0.205797324889784,0.00132526179397808,0.768657494449535,5.23776413296644e-07
0.00163657570116009,0.997341898180236,4.13680266117912e-05,0.00098015136755272,5.92713125468202e-09,7.97308072716034e-10
0.000626226794082524,0.956987797078587,5.55826125631248e-05,0.0423302700106201,5.52962483991653e-08,6.82078993193367e-08
0.34378975182092,0.00617743656478589,0.331968984360263,0.00803530655034146,0.310025153948639,3.36675505090395e-06
1.95101009597136e-07,0.999958141804299,2.14626871449054e-09,4.16607961497652e-05,7.73142005753588e-17,1.5227239989828e-10
0.999681972238856,5.91135682006119e-06,0.000299284910039012,4.95474627069281e-07,1.07032988452024e-05,1.63272081275397e-06
0.132172143651728,8.77142914072006e-07,0.657049696649039,7.09463018323446e-05,0.210706291117299,4.51371874503994e-08
0.159871549858034,0.598468125787815,0.0963475796887393,0.0566615841235696,0.0886304969310595,2.06636107823346e-05
0.144557892001592,0.156101101046389,0.169438902866067,0.0185974735400196,0.511275301469215,2.93290767168231e-05
0.520370413792904,0.0017184983912076,0.471547759714808,0.000142067346134655,0.00618575785562291,3.55028993223501e-05
0.00628206306608228,0.0344469074731402,0.0369184604305631,0.903669348186152,0.01864291862335,4.03022207122298e-05
0.0104869135163092,0.000438707010134329,0.158515893488132,0.000544272905424349,0.830013911415339,3.01664661070833e-07
0.357102570062917,0.162409207711106,0.175306370383881,0.0482858065348804,0.256842417669155,5.36276380598742e-05
0.406183160280562,0.222221347900417,0.333313127461009,0.010340675719731,0.0279410995756711,5.89062610709488e-07
0.00716208090932703,0.991906403294325,0.000141311319742209,0.000789117618780068,7.11526358496754e-08,1.01570518949013e-06
0.00335583561717296,0.962387937956723,0.00917059363773497,0.0065908072470789,0.0184900088163996,4.81672489113819e-06
0.743968000977645,0.195907463083027,0.0367434037796538,0.00657920019892328,0.0167888616291041,1.30703316462429e-05
0.0122936586700807,0.967471884552426,0.000478870166909321,0.0197519532402658,8.60097616448111e-07,2.77327270106059e-06
0.81301137847287,0.0614504228183746,0.0849011920240159,0.0145905075435134,0.0259562154164623,9.02837247638262e-05
0.986411593516167,2.70078926551624e-05,0.0135152799615265,1.89022489460366e-06,4.39549714673018e-05,2.73433288905091e-07
0.319060032230032,0.665922587192553,0.00842641066651013,0.00569086747562839,0.000872568061195542,2.75343740802984e-05
0.106121151045862,0.880965298696928,0.00371540478133939,0.00828516965972564,0.000885167987600138,2.78078285452527e-05
0.0796226531028985,0.919246894265935,0.00106695844189307,6.34928590135515e-05,1.32852526747347e-09,1.73515515633854e-12
0.0396738661608158,0.021821570796062,0.224105555821198,0.00574680343100535,0.708648443333235,3.76045768393362e-06
0.142961554366883,0.0188662747859267,0.358419491637458,0.0134500795434853,0.466296505799701,6.09386654563371e-06
3.25749777425674e-06,9.13679203075513e-07,0.0394318741538942,1.92560070841655e-06,0.960562029049012,1.94080548888787e-11
0.490977626409079,0.0193183392217014,0.283922155085996,0.00146325748074486,0.204318548229347,7.35731320033568e-08
0.982514556841175,0.000293368961409936,0.013285459008113,6.69639161895734e-05,0.0038380782600512,1.57301306197006e-06
0.00671104578305106,0.991655707839164,0.00103754945118524,0.000593969549066032,1.41321184154975e-06,3.14165692059798e-07
0.199691243851145,0.200911109327141,0.152484913636084,0.0233095190869046,0.423560507585469,4.27065132557084e-05
0.0677383498574601,0.00974520981631718,0.193191958121107,0.00122116367284028,0.728102534182492,7.84349783178536e-07
4.02543115078805e-07,3.42093235762995e-11,0.101319635837081,1.1139494105802e-09,0.898679960471645,5.81021179685398e-16
0.258091926482071,0.0591352658944331,0.16456068113713,0.0211821122226013,0.495714139674572,0.00131587458919247
0.949035288971027,0.0503689567807244,0.000143967157748781,0.000451502189625337,6.34845446704212e-09,2.78552419635451e-07
